n,time
55,0.00428199768066
55,0.00435900688171
55,0.00432705879211
55,0.00433683395386
55,0.00427913665771
55,0.00433492660522
55,0.00430297851562
55,0.00437092781067
55,0.004310131073
55,0.00439190864563
56,0.00455498695374
56,0.00455594062805
56,0.00453400611877
56,0.0045759677887
56,0.00468397140503
56,0.00457096099854
56,0.00453305244446
56,0.00461387634277
56,0.00455284118652
56,0.004558801651
57,0.00478315353394
57,0.00479292869568
57,0.00475907325745
57,0.00479412078857
57,0.00476884841919
57,0.00483107566833
57,0.00475215911865
57,0.00480890274048
57,0.00475692749023
57,0.00482296943665
58,0.00499892234802
58,0.00499606132507
58,0.00501704216003
58,0.00496912002563
58,0.00503706932068
58,0.00500416755676
58,0.00500702857971
58,0.00499820709229
58,0.00495886802673
58,0.00499582290649
59,0.0052318572998
59,0.00522208213806
59,0.00528192520142
59,0.00520205497742
59,0.00521206855774
59,0.00529289245605
59,0.00519919395447
59,0.00522994995117
59,0.00522708892822
59,0.00526905059814
60,0.00549697875977
60,0.00548505783081
60,0.00550389289856
60,0.00553584098816
60,0.00549483299255
60,0.00545310974121
60,0.00550889968872
60,0.00552701950073
60,0.00571393966675
60,0.00549721717834
61,0.00588202476501
61,0.00574398040771
61,0.00575995445251
61,0.00579690933228
61,0.00578594207764
61,0.00580596923828
61,0.00578904151917
61,0.00577616691589
61,0.00574088096619
61,0.0057270526886
62,0.00605583190918
62,0.00603795051575
62,0.00598096847534
62,0.00606608390808
62,0.00605988502502
62,0.00597381591797
62,0.0060338973999
62,0.00602197647095
62,0.00597310066223
62,0.00606298446655
63,0.00634002685547
63,0.00630402565002
63,0.00629615783691
63,0.00626492500305
63,0.0062849521637
63,0.00628209114075
63,0.00630593299866
63,0.0062370300293
63,0.00632095336914
63,0.00626087188721
64,0.00672101974487
64,0.00659608840942
64,0.00654602050781
64,0.00650382041931
64,0.00656890869141
64,0.00654196739197
64,0.00656080245972
64,0.00668907165527
64,0.00668787956238
64,0.00659990310669
65,0.00686883926392
65,0.00693011283875
65,0.00692391395569
65,0.00680088996887
65,0.00689816474915
65,0.00682187080383
65,0.00687694549561
65,0.00682091712952
65,0.00688004493713
65,0.00694704055786
66,0.00728702545166
66,0.00736093521118
66,0.00717520713806
66,0.00711512565613
66,0.00716400146484
66,0.00710201263428
66,0.00718307495117
66,0.00714802742004
66,0.00723600387573
66,0.007169008255
67,0.00758695602417
67,0.00750994682312
67,0.00749897956848
67,0.00747680664062
67,0.00757694244385
67,0.00740790367126
67,0.00749492645264
67,0.00763201713562
67,0.00754308700562
67,0.0074679851532
68,0.00779819488525
68,0.00788998603821
68,0.00777506828308
68,0.007728099823
68,0.00772404670715
68,0.00776100158691
68,0.00771999359131
68,0.00772714614868
68,0.00775980949402
68,0.00773119926453
69,0.00816988945007
69,0.00814604759216
69,0.00813007354736
69,0.0082221031189
69,0.00816798210144
69,0.00809597969055
69,0.0081160068512
69,0.00807905197144
69,0.00807809829712
69,0.00807499885559
70,0.00853991508484
70,0.00842809677124
70,0.00841093063354
70,0.00845909118652
70,0.00846791267395
70,0.00847291946411
70,0.00844883918762
70,0.00842189788818
70,0.00839805603027
70,0.00851702690125
71,0.00874209403992
71,0.0088050365448
71,0.00870394706726
71,0.00883913040161
71,0.0090069770813
71,0.00880789756775
71,0.00883913040161
71,0.00883293151855
71,0.0087149143219
71,0.00881719589233
72,0.00926494598389
72,0.00912404060364
72,0.0091450214386
72,0.00923299789429
72,0.00912594795227
72,0.00911903381348
72,0.00917792320251
72,0.0091290473938
72,0.00913500785828
72,0.00921392440796
73,0.00947189331055
73,0.00958204269409
73,0.00947213172913
73,0.00937581062317
73,0.00946187973022
73,0.00950908660889
73,0.00949597358704
73,0.00955200195312
73,0.00940799713135
73,0.00955700874329
74,0.00982904434204
74,0.009929895401
74,0.00992584228516
74,0.00984716415405
74,0.009761095047
74,0.00987696647644
74,0.00988101959229
74,0.00984501838684
74,0.00982809066772
74,0.00984692573547
75,0.0101449489594
75,0.0102388858795
75,0.0102398395538
75,0.0102400779724
75,0.0101988315582
75,0.0102488994598
75,0.0103440284729
75,0.0102801322937
75,0.0102441310883
75,0.0102791786194
76,0.0105679035187
76,0.0106549263
76,0.010694026947
76,0.0105729103088
76,0.0106639862061
76,0.010782957077
76,0.0106217861176
76,0.0106918811798
76,0.0105199813843
76,0.0106258392334
77,0.0109558105469
77,0.0109429359436
77,0.010999917984
77,0.0113909244537
77,0.0111429691315
77,0.0110721588135
77,0.010999917984
77,0.0109961032867
77,0.0110778808594
77,0.0109739303589
78,0.0113999843597
78,0.0114669799805
78,0.0113849639893
78,0.0114381313324
78,0.0115110874176
78,0.0114350318909
78,0.0113990306854
78,0.0113840103149
78,0.0116579532623
78,0.0113577842712
79,0.0118429660797
79,0.0118279457092
79,0.0119099617004
79,0.0118200778961
79,0.0119171142578
79,0.0119600296021
79,0.0122830867767
79,0.011904001236
79,0.011962890625
79,0.0119440555573
80,0.0125508308411
80,0.0122690200806
80,0.0122358798981
80,0.0122678279877
80,0.0122148990631
80,0.0122880935669
80,0.012433052063
80,0.0123770236969
80,0.0122888088226
80,0.0124349594116
81,0.0128149986267
81,0.0126550197601
81,0.0127730369568
81,0.0126628875732
81,0.012825012207
81,0.0126140117645
81,0.0126719474792
81,0.0127968788147
81,0.0126399993896
81,0.0127890110016
82,0.0130760669708
82,0.0130848884583
82,0.0130817890167
82,0.0131809711456
82,0.0130889415741
82,0.0130989551544
82,0.0131249427795
82,0.0133459568024
82,0.0131130218506
82,0.0131690502167
83,0.0140290260315
83,0.0140872001648
83,0.0139701366425
83,0.013512134552
83,0.0136950016022
83,0.013689994812
83,0.013580083847
83,0.0135669708252
83,0.0136590003967
83,0.0136499404907
84,0.0141260623932
84,0.0141320228577
84,0.0140819549561
84,0.0139989852905
84,0.0140919685364
84,0.0141479969025
84,0.0141758918762
84,0.013993024826
84,0.0140860080719
84,0.0140249729156
85,0.0145740509033
85,0.0145251750946
85,0.0147109031677
85,0.0145449638367
85,0.0147020816803
85,0.014436006546
85,0.0144619941711
85,0.0144309997559
85,0.0145161151886
85,0.0144670009613
86,0.0149509906769
86,0.0150079727173
86,0.0151419639587
86,0.0150430202484
86,0.0150229930878
86,0.0149781703949
86,0.0149319171906
86,0.014946937561
86,0.0150101184845
86,0.0150380134583
87,0.0155081748962
87,0.0155549049377
87,0.0154688358307
87,0.0156881809235
87,0.0155811309814
87,0.0154769420624
87,0.0154860019684
87,0.0154759883881
87,0.0156638622284
87,0.0153949260712
88,0.0160739421844
88,0.0161068439484
88,0.0161108970642
88,0.0160109996796
88,0.016058921814
88,0.0160188674927
88,0.0160028934479
88,0.016028881073
88,0.0160489082336
88,0.0160717964172
89,0.0165629386902
89,0.0165438652039
89,0.0165238380432
89,0.0165579319
89,0.0167760848999
89,0.0166790485382
89,0.0165121555328
89,0.0166578292847
89,0.0165431499481
89,0.0166609287262
90,0.0169739723206
90,0.0171120166779
90,0.017028093338
90,0.0171780586243
90,0.0170488357544
90,0.0169458389282
90,0.01704621315
90,0.017049074173
90,0.0172209739685
90,0.0170791149139
91,0.017678976059
91,0.0174980163574
91,0.0178129673004
91,0.0176930427551
91,0.0177500247955
91,0.0175929069519
91,0.0177500247955
91,0.0176141262054
91,0.0177969932556
91,0.0177390575409
92,0.0181629657745
92,0.018235206604
92,0.0179438591003
92,0.0184290409088
92,0.0181889533997
92,0.018079996109
92,0.0182499885559
92,0.0181441307068
92,0.0184009075165
92,0.0181200504303
93,0.0188159942627
93,0.0189168453217
93,0.0188789367676
93,0.0187690258026
93,0.0187859535217
93,0.0187740325928
93,0.0188090801239
93,0.0187561511993
93,0.0187830924988
93,0.0186560153961
94,0.0194120407104
94,0.019387960434
94,0.0192131996155
94,0.0193400382996
94,0.019378900528
94,0.0193359851837
94,0.0192739963531
94,0.0193300247192
94,0.0193438529968
94,0.0193197727203
95,0.0200297832489
95,0.0199320316315
95,0.0198318958282
95,0.0198969841003
95,0.0198469161987
95,0.0200369358063
95,0.0197849273682
95,0.0198440551758
95,0.0199019908905
95,0.0200440883636
96,0.0204110145569
96,0.0207009315491
96,0.0207569599152
96,0.0204880237579
96,0.0203821659088
96,0.0205402374268
96,0.0203969478607
96,0.0204620361328
96,0.0204110145569
96,0.0205659866333
97,0.0212631225586
97,0.0211169719696
97,0.0211200714111
97,0.0211179256439
97,0.0210959911346
97,0.0212388038635
97,0.0212309360504
97,0.0211520195007
97,0.0209789276123
97,0.0209541320801
98,0.0220148563385
98,0.0216300487518
98,0.0219328403473
98,0.0217690467834
98,0.0218660831451
98,0.0218260288239
98,0.0219528675079
98,0.0215489864349
98,0.0216310024261
98,0.0217819213867
99,0.0225419998169
99,0.0222759246826
99,0.0222461223602
99,0.0226860046387
99,0.0225939750671
99,0.0225160121918
99,0.0223431587219
99,0.0223321914673
99,0.022225856781
99,0.0225200653076
