n,time
1,2.86102294922e-06
1,1.90734863281e-06
1,9.53674316406e-07
1,2.14576721191e-06
1,1.90734863281e-06
1,9.53674316406e-07
1,1.90734863281e-06
1,2.14576721191e-06
1,1.90734863281e-06
1,1.90734863281e-06
2,1.90734863281e-06
2,2.14576721191e-06
2,1.90734863281e-06
2,9.53674316406e-07
2,9.53674316406e-07
2,9.53674316406e-07
2,2.14576721191e-06
2,1.90734863281e-06
2,2.14576721191e-06
2,1.90734863281e-06
4,1.90734863281e-06
4,3.09944152832e-06
4,3.09944152832e-06
4,1.90734863281e-06
4,2.14576721191e-06
4,1.90734863281e-06
4,1.90734863281e-06
4,2.14576721191e-06
4,2.86102294922e-06
4,3.09944152832e-06
8,3.09944152832e-06
8,3.09944152832e-06
8,3.09944152832e-06
8,3.09944152832e-06
8,2.86102294922e-06
8,2.86102294922e-06
8,2.86102294922e-06
8,3.09944152832e-06
8,3.09944152832e-06
8,3.09944152832e-06
16,5.00679016113e-06
16,4.05311584473e-06
16,5.00679016113e-06
16,5.00679016113e-06
16,5.00679016113e-06
16,4.05311584473e-06
16,3.81469726562e-06
16,5.00679016113e-06
16,5.00679016113e-06
16,4.05311584473e-06
32,7.15255737305e-06
32,7.15255737305e-06
32,7.86781311035e-06
32,8.10623168945e-06
32,7.15255737305e-06
32,7.86781311035e-06
32,7.86781311035e-06
32,7.15255737305e-06
32,7.15255737305e-06
32,6.91413879395e-06
64,1.28746032715e-05
64,1.31130218506e-05
64,1.31130218506e-05
64,1.31130218506e-05
64,1.28746032715e-05
64,1.31130218506e-05
64,1.4066696167e-05
64,1.28746032715e-05
64,1.31130218506e-05
64,1.28746032715e-05
128,2.38418579102e-05
128,2.28881835938e-05
128,2.40802764893e-05
128,2.40802764893e-05
128,2.38418579102e-05
128,2.38418579102e-05
128,2.38418579102e-05
128,2.40802764893e-05
128,2.31266021729e-05
128,2.40802764893e-05
256,4.48226928711e-05
256,4.38690185547e-05
256,4.41074371338e-05
256,4.41074371338e-05
256,4.38690185547e-05
256,4.38690185547e-05
256,4.29153442383e-05
256,4.41074371338e-05
256,4.41074371338e-05
256,4.6968460083e-05
512,8.51154327393e-05
512,8.48770141602e-05
512,8.60691070557e-05
512,8.39233398438e-05
512,8.51154327393e-05
512,8.60691070557e-05
512,8.79764556885e-05
512,8.48770141602e-05
512,9.3936920166e-05
512,8.51154327393e-05
1024,0.000169038772583
1024,0.000168085098267
1024,0.000169992446899
1024,0.000169992446899
1024,0.00016713142395
1024,0.000169992446899
1024,0.000166893005371
1024,0.000169038772583
1024,0.000172138214111
1024,0.000169038772583
2048,0.000334978103638
2048,0.000336885452271
2048,0.000334978103638
2048,0.000334024429321
2048,0.000339984893799
2048,0.000333070755005
2048,0.000341892242432
2048,0.000334024429321
2048,0.000346899032593
2048,0.00034499168396
4096,0.000669002532959
4096,0.000658988952637
4096,0.000665903091431
4096,0.000670909881592
4096,0.00067400932312
4096,0.000665903091431
4096,0.000663995742798
4096,0.000676870346069
4096,0.000668048858643
4096,0.000669002532959
8192,0.00133299827576
8192,0.00132393836975
8192,0.00132393836975
8192,0.00145602226257
8192,0.00131583213806
8192,0.00132703781128
8192,0.00133395195007
8192,0.00132012367249
8192,0.00131583213806
8192,0.00136685371399
16384,0.00267100334167
16384,0.00264596939087
16384,0.0026490688324
16384,0.00264811515808
16384,0.0026650428772
16384,0.00264406204224
16384,0.00265312194824
16384,0.00264501571655
16384,0.00265407562256
16384,0.00263381004333
32768,0.00536513328552
32768,0.00528597831726
32768,0.00525522232056
32768,0.00526785850525
32768,0.00525808334351
32768,0.00530195236206
32768,0.00539302825928
32768,0.00527191162109
32768,0.00528192520142
32768,0.00539398193359
65536,0.0106821060181
65536,0.0106160640717
65536,0.0104730129242
65536,0.0108461380005
65536,0.010715007782
65536,0.0105288028717
65536,0.0105469226837
65536,0.0107820034027
65536,0.010470867157
65536,0.011302947998
131072,0.0212500095367
131072,0.0209341049194
131072,0.0212340354919
131072,0.0211069583893
131072,0.021155834198
131072,0.0210411548615
131072,0.0210831165314
131072,0.0211298465729
131072,0.021143913269
131072,0.0212430953979
