n,time
1,2.14576721191e-06
1,9.53674316406e-07
1,9.53674316406e-07
1,9.53674316406e-07
1,9.53674316406e-07
1,1.19209289551e-06
1,9.53674316406e-07
1,9.53674316406e-07
1,0.0
1,9.53674316406e-07
2,5.00679016113e-06
2,5.00679016113e-06
2,5.00679016113e-06
2,5.00679016113e-06
2,4.05311584473e-06
2,3.81469726562e-06
2,3.81469726562e-06
2,3.81469726562e-06
2,4.05311584473e-06
2,4.05311584473e-06
4,1.00135803223e-05
4,1.00135803223e-05
4,1.00135803223e-05
4,1.00135803223e-05
4,1.00135803223e-05
4,9.05990600586e-06
4,1.00135803223e-05
4,1.00135803223e-05
4,9.05990600586e-06
4,9.05990600586e-06
8,2.09808349609e-05
8,2.00271606445e-05
8,2.00271606445e-05
8,2.09808349609e-05
8,2.00271606445e-05
8,2.09808349609e-05
8,2.09808349609e-05
8,2.09808349609e-05
8,2.09808349609e-05
8,2.00271606445e-05
16,4.41074371338e-05
16,4.41074371338e-05
16,4.38690185547e-05
16,4.31537628174e-05
16,4.29153442383e-05
16,4.41074371338e-05
16,4.38690185547e-05
16,4.31537628174e-05
16,4.38690185547e-05
16,4.29153442383e-05
32,9.10758972168e-05
32,9.08374786377e-05
32,9.10758972168e-05
32,9.01222229004e-05
32,9.01222229004e-05
32,9.10758972168e-05
32,9.41753387451e-05
32,9.01222229004e-05
32,9.10758972168e-05
32,9.10758972168e-05
64,0.000189065933228
64,0.000189065933228
64,0.000188827514648
64,0.000188827514648
64,0.000189065933228
64,0.000187158584595
64,0.000188112258911
64,0.000210046768188
64,0.000187873840332
64,0.000188827514648
128,0.000391960144043
128,0.000395059585571
128,0.000388860702515
128,0.00039005279541
128,0.000396966934204
128,0.00039005279541
128,0.000393152236938
128,0.000386953353882
128,0.000389099121094
128,0.000393867492676
256,0.000813961029053
256,0.000817060470581
256,0.000809907913208
256,0.000816106796265
256,0.000808954238892
256,0.000809907913208
256,0.000808954238892
256,0.000813961029053
256,0.000808954238892
256,0.000805854797363
512,0.00170183181763
512,0.00168895721436
512,0.00169801712036
512,0.00171589851379
512,0.00171303749084
512,0.001708984375
512,0.00169801712036
512,0.00169086456299
512,0.00169110298157
512,0.00169801712036
1024,0.00355505943298
1024,0.00351500511169
1024,0.00353503227234
1024,0.00353407859802
1024,0.00353407859802
1024,0.00352001190186
1024,0.00353789329529
1024,0.00355005264282
1024,0.00355100631714
1024,0.00352191925049
2048,0.0073070526123
2048,0.00730299949646
2048,0.0073459148407
2048,0.00732898712158
2048,0.00731515884399
2048,0.00731301307678
2048,0.00730419158936
2048,0.00730013847351
2048,0.00732779502869
2048,0.00733184814453
4096,0.0151810646057
4096,0.0150549411774
4096,0.0151710510254
4096,0.0150759220123
4096,0.0151550769806
4096,0.0151319503784
4096,0.0151228904724
4096,0.0150730609894
4096,0.015074968338
4096,0.0150721073151
8192,0.0310258865356
8192,0.0310008525848
8192,0.0310029983521
8192,0.030993938446
8192,0.0309798717499
8192,0.0311238765717
8192,0.0312299728394
8192,0.0309779644012
8192,0.0310440063477
8192,0.0310411453247
16384,0.0636210441589
16384,0.0635890960693
16384,0.0634310245514
16384,0.0639450550079
16384,0.0636830329895
16384,0.0638670921326
16384,0.0638489723206
16384,0.0636329650879
16384,0.0639679431915
16384,0.0637760162354
